dt,channel,username,message,toxic,severe_toxic,obscene,threat,insult,indentity_hate
2020-10-25 08:49:01,yamikazexz,rats_ricez,umm,0,0,0,0,0,0
2020-10-25 08:49:01,yamikazexz,3koyyylol,F,0,0,0,0,0,0
2020-10-25 08:49:02,yamikazexz,broken_existence,OHH NP,0,0,0,0,0,0
2020-10-25 08:49:03,yamikazexz,spacerez,Sadge,0,0,0,0,0,0
2020-10-25 08:49:03,yamikazexz,cyunn_,f,0,0,0,0,0,0
2020-10-25 08:49:05,yamikazexz,made1n_china,he lying,0,0,0,0,0,0
2020-10-25 08:49:05,yamikazexz,idryx9,lol,0,0,0,0,0,0
2020-10-25 08:49:05,yamikazexz,t_1_m_0_n,is electricut better than conqueror??,0,0,0,0,0,0
2020-10-25 08:49:07,yamikazexz,papachronus,Sadge,0,0,0,0,0,0
2020-10-25 08:49:07,yamikazexz,azhar_9,Sadge,0,0,0,0,0,0
2020-10-25 08:49:10,yamikazexz,bronzehearts,how can we trust you? monkaHmm,0,0,0,0,0,0
2020-10-25 08:49:11,yamikazexz,b52891,I only simp for my favorite girl streamer sneaky,0,0,0,0,0,0
2020-10-25 08:49:15,yamikazexz,broken_existence,unfortunate,0,0,0,0,0,0
2020-10-25 08:49:16,yamikazexz,juscoz_,what an absolute virgin,0,0,0,0,0,0
2020-10-25 08:49:18,yamikazexz,ii_no,"yea that's what the female streamers you just mention say too, i'm really single trust me",0,0,0,0,0,0
2020-10-25 08:49:18,yamikazexz,brswiftkey,@yamikazexz u are too damn handsome to be single man,0,0,0,0,0,0
2020-10-25 08:49:18,yamikazexz,lochneiss,So we can simp you then,0,0,0,0,0,0
2020-10-25 08:49:19,yamikazexz,fstolo,that's what a twitch single would say,0,0,0,0,0,0
2020-10-25 08:49:20,yamikazexz,methalicious,wat mmr is this,0,0,0,0,0,0
2020-10-25 08:49:22,yamikazexz ::( :( :(,basilola,(,0,0,0,0,0,0
2020-10-25 08:49:22,yamikazexz,shadowstar888,Just giving us a chance,0,0,0,0,0,0
2020-10-25 08:49:22,yamikazexz,flesheatinghamster,3 true damage champs dont care bout armor,0,0,0,0,0,0
2020-10-25 08:49:22,yamikazexz,abhiously,ill date u yami,0,0,0,0,0,0
2020-10-25 08:49:24,yamikazexz,azhar_9,over the castle on the hill,0,0,0,0,0,0
2020-10-25 08:49:31,yamikazexz,made1n_china,He's lying like how he lying about his face cam,0,0,0,0,0,0
2020-10-25 08:49:33,yamikazexz,crriisspy,nice,0,0,0,0,0,0
2020-10-25 08:49:34,yamikazexz,edgewo,no sanchWazow,0,0,0,0,0,0
2020-10-25 08:49:38,yamikazexz,donuts420glazeit,KEKW,0,0,0,0,0,0
2020-10-25 08:49:38,yamikazexz,lookatyrownname,taking 10 tower shots and getting to 50% health to get engaged on YEP,0,0,0,0,0,0
2020-10-25 08:49:38,yamikazexz,nightbot,KEKW,0,0,0,0,0,0
2020-10-25 08:49:38,yamikazexz,abdoflox,hey @Yamikazexz,0,0,0,0,0,0
2020-10-25 08:49:38,yamikazexz,talonoxus,lets simp yami,0,0,0,0,0,0
2020-10-25 08:49:39,yamikazexz,der_bisang,I mean Camille and Sett do so much True Damage so who cares about armor,0,0,0,0,0,0
2020-10-25 08:49:40,yamikazexz,streamelements,monkaHmm . o O ( YEP COCK ),0,0,0,0,0,0
2020-10-25 08:49:40,yamikazexz,predator_ad,cringe,0,0,0,0,0,0
2020-10-25 08:49:42,yamikazexz,devitrify,saturday,0,0,0,0,0,0
2020-10-25 08:49:42,yamikazexz :I'm challenger,theronxhunter,),0,0,0,0,0,0
2020-10-25 08:49:47,yamikazexz,i_have_talont,"it's my favorite champion "")",0,0,0,0,0,0
2020-10-25 08:49:48,yamikazexz,devitrify,omegalul,0,0,0,0,0,0
2020-10-25 08:49:51,yamikazexz,pikathewolf,LOL,0,0,0,0,0,0
2020-10-25 08:49:56,yamikazexz,devitrify,the server is always dead,0,0,0,0,0,0
2020-10-25 08:49:59,yamikazexz,bronzehearts,"@der_bisang camille, yes, sett, no. nub",0,0,0,0,0,0
2020-10-25 08:50:00,yamikazexz,methalicious,i'm in silver so you got me there,0,0,0,0,0,0
2020-10-25 08:50:02,yamikazexz,baamthe25,"my mom told me elo does not exist, is like the spoon in matrix",0,0,0,0,0,0
2020-10-25 08:50:08,yamikazexz,p1ngoo,would you consider trying to hit challenger in korea?,0,0,0,0,0,0
2020-10-25 08:50:20,yamikazexz,der_bisang,"@bronzehearts W, Nub",0,0,0,0,0,0
2020-10-25 08:50:20,yamikazexz,devitrify,gamers wake up at 12 am,0,0,0,0,0,0
2020-10-25 08:50:27,yamikazexz,forg1ven223,@yamikazexz watching you makes me want to play talon again feels good,0,0,0,0,0,0
2020-10-25 08:50:28,yamikazexz,deniss2334,12? i wake up at 3,0,0,0,0,0,0
2020-10-25 08:50:35,yamikazexz,devitrify,put their elo on the line at 3am,0,0,0,0,0,0
2020-10-25 08:50:36,yamikazexz,der_bisang,@bronzehearts But Nub why you here? Nub,0,0,0,0,0,0
2020-10-25 08:50:40,yamikazexz,0hanarchy,KEKW,0,0,0,0,0,0
2020-10-25 08:50:40,yamikazexz,nightbot,KEKW,0,0,0,0,0,0
2020-10-25 08:50:42,yamikazexz,abdoflox,@Yamikazexz it did really hurt when u said that,0,0,0,0,0,0
2020-10-25 08:50:43,yamikazexz,kittythecat12,yo I'll duo with you Yami and carry you to #1 uwu,0,0,0,0,0,0
2020-10-25 08:50:59,yamikazexz,broken_existence,simping no,0,0,0,0,0,0
2020-10-25 08:51:00,yamikazexz,laascanod,"my dad is 43 and challenger, he wakes up 8am to play soloq",0,0,0,0,0,0
2020-10-25 08:51:14,yamikazexz,konby,What was the order for your items this game? @Yamikazexz,0,0,0,0,0,0
2020-10-25 08:51:15,yamikazexz,bronzehearts,@der_bisang stalking you KEKW,0,0,0,0,0,0
2020-10-25 08:51:23,yamikazexz :You're winning cause of cs,dadrjan,),0,0,0,0,0,0
2020-10-25 08:51:27,yamikazexz,theronxhunter,Kappa,0,0,0,0,0,0
2020-10-25 08:51:28,yamikazexz,itsadixoxo,@Yamikazexz why can't i clip?,0,0,0,0,0,0
2020-10-25 08:51:34,yamikazexz,broken_existence,black cleaver clutch,0,0,0,0,0,0
2020-10-25 08:51:38,yamikazexz,der_bisang,"@bronzehearts True, but both do true Damage, Nub.",0,0,0,0,0,0
2020-10-25 08:51:40,yamikazexz,streamelements,Follow my twitter at @Yamikazexz !,0,0,0,0,0,0
2020-10-25 08:51:44,yamikazexz,vote4panda,@laascanod thats mad. ur girlfriend's forehead's mad,0,0,0,0,0,0
2020-10-25 08:51:50,yamikazexz,abhiously,@Yamikazexz you are getting close to 400 CS DOINB HACK,0,0,0,0,0,0
2020-10-25 08:51:50,yamikazexz,der_bisang,@bronzehearts Nice Kappa,0,0,0,0,0,0
2020-10-25 08:51:51,yamikazexz,toxic_rat,yami is mad cute,0,0,0,0,0,0
2020-10-25 08:51:52,yamikazexz,itsjobuko,"Wait a sec, this isnt my favorite champion",0,0,0,0,0,0
2020-10-25 08:52:11,yamikazexz :yes it is,donuts420glazeit,),0,0,0,0,0,0
2020-10-25 08:52:12,yamikazexz,sonn1real,!salt,0,0,0,0,0,0
2020-10-25 08:52:12,yamikazexz,streamelements,"@Sonn1Real, Sonn1Real has 31080 grains of salt and is rank 775/281065 on the leaderboard.",0,0,0,0,0,0
2020-10-25 08:52:15,yamikazexz,azhar_9,streamer no talon? peepoLeave,0,0,0,0,0,0
2020-10-25 08:52:16,yamikazexz,t_1_m_0_n,do one game of syndra so we can see you lose,0,0,0,0,0,0
2020-10-25 08:52:18,yamikazexz,anti_home,do you not go boots of mobility anymore?,0,0,0,0,0,0
2020-10-25 08:52:20,yamikazexz,generalpanda234,Yami is my best friend,0,0,0,0,0,0
2020-10-25 08:52:22,yamikazexz,zioz__,Pog,0,0,0,0,0,0
2020-10-25 08:52:28,yamikazexz,overheavenn,PogU,0,0,0,0,0,0
2020-10-25 08:52:29,yamikazexz,uwuzed,!salt,0,0,0,0,0,0
2020-10-25 08:52:29,yamikazexz,streamelements,"@uwuzed, uwuzed has 1295 grains of salt and is rank 40602/281068 on the leaderboard.",0,0,0,0,0,0
2020-10-25 08:52:30,yamikazexz,broken_existence,po,0,0,0,0,0,0
2020-10-25 08:52:33,yamikazexz,broken_existence,pogggg,0,0,0,0,0,0
2020-10-25 08:52:38,yamikazexz,zramiroiro,when do you go death dances on talon or you dont build it at all? @Yamikazexz,0,0,0,0,0,0
2020-10-25 08:52:39,yamikazexz,broken_existence,still winnabld,0,0,0,0,0,0
2020-10-25 08:52:42,yamikazexz,bronzehearts,700 true dmg on 1 Q there KEKW,0,0,0,0,0,0
2020-10-25 08:52:45,yamikazexz,dwalid,don't you like talon,0,0,0,0,0,0
2020-10-25 08:52:52,yamikazexz,miguxhz,jgl diff,0,0,0,0,0,0
2020-10-25 08:53:01,yamikazexz,der_bisang,"Camille:""Nice Armor you got there, let me Q you""",0,0,0,0,0,0
2020-10-25 08:53:06,yamikazexz,aurelio1999,hes too smart,0,0,0,0,0,0
2020-10-25 08:53:08,yamikazexz,der_bisang,@bronzehearts Yes,0,0,0,0,0,0
2020-10-25 08:53:09,yamikazexz,p1ngoo,whats the most tilted you've ever been in solo q,0,0,0,0,0,0
2020-10-25 08:53:14,yamikazexz,broked_laptop,she can see you,0,0,0,0,0,0
2020-10-25 08:53:17,yamikazexz,broked_laptop,:/,0,0,0,0,0,0
2020-10-25 08:53:44,yamikazexz,simobdf,she knows ur there her passive KEKW,0,0,0,0,0,0
2020-10-25 08:53:48,yamikazexz,der_bisang,"Pretty low Damage tbh, should be 900 to 1k",0,0,0,0,0,0
2020-10-25 08:53:50,yamikazexz,methalicious,sooooo close!!,0,0,0,0,0,0
2020-10-25 08:53:52,yamikazexz,toxic_rat,AAAAAAA,0,0,0,0,0,0
2020-10-25 08:53:55,yamikazexz,3koyyylol,POG,0,0,0,0,0,0
2020-10-25 08:53:55,yamikazexz,sharmen75,ewqawertqerqawertesaqweewtqa,0,0,0,0,0,0
2020-10-25 08:53:57,yamikazexz,overheavenn,Cloooose AAAAAAAAA,0,0,0,0,0,0
2020-10-25 08:53:57,yamikazexz,methalicious,that was stressful to watch,0,0,0,0,0,0
2020-10-25 08:53:59,yamikazexz,zramiroiro,when do you go death dances on talon or you dont build it at all? @Yamikazexz,0,0,0,0,0,0
2020-10-25 08:54:04,yamikazexz,brswiftkey,@yamikazexz if u could delete two champs who would that be and why,0,0,0,0,0,0
2020-10-25 08:54:06,yamikazexz,forg1ven223,@yamikazexz I always asked myself why do you not max q on talon it does more damage ?,0,0,0,0,0,0
2020-10-25 08:54:06,yamikazexz,st4zzzz,Close,0,0,0,0,0,0
2020-10-25 08:54:09,yamikazexz,kdaf_scrub,yami <3,0,0,0,0,0,0
2020-10-25 08:54:10,yamikazexz,predator_ad,Pepega,0,0,0,0,0,0
2020-10-25 08:54:12,yamikazexz,abdoflox,dam,0,0,0,0,0,0
2020-10-25 08:54:13,yamikazexz,hisumashi_,go play zed @Yamikazexz,0,0,0,0,0,0
2020-10-25 08:54:14,yamikazexz,abdoflox,dum,0,0,0,0,0,0
2020-10-25 08:54:18,yamikazexz,devitrify,your team reminds me of my teammates its funny that they still exist LOL,0,0,0,0,0,0
