,Tweet,toxic,severe_toxic,obscene,threat,insult,identity_hate
75,"@mashumaro_desu it is a event which is supported by china and chinese company, which supposed to be used for the S10 lpl of league of legends. It is cancelled because the action of coco, so of course it is relevant",0.0,0.0,0.0,0.0,0.0,0.0
76,"why do people say that fortnite is toxic, there literally isnt any proximity chat or ingame text chat or any of that, league of legends is 100x more toxic generally",1.0,0.0,0.0,0.0,0.0,0.0
77,A relationship should be 50/50 you play league of legends and I always  bug you to play teemo,0.0,0.0,0.0,0.0,0.0,0.0
78,"RT @zIMxnkey: Since the Split is coming to an end i will offer free league of Legends Team Coaching for the next few weeks. 
If you are int…",0.0,0.0,0.0,0.0,0.0,0.0
79,"who plays valorant or league of legends!!! let’s play together, i had to make a new acc tho :(",0.0,0.0,0.0,0.0,0.0,0.0
80,play league of legends or,0.0,0.0,0.0,0.0,0.0,0.0
81,im going to k*ll the league of legends whores,1.0,1.0,1.0,1.0,0.0,1.0
82,Pretty much every PL legends ever have said he is one of the best to ever play in this league but im supposed to listen to twitter account Paceyodoi una,0.0,0.0,0.0,0.0,0.0,0.0
83,@Ser0ven Onlineliga - Shop Titans - League of Legends,0.0,0.0,0.0,0.0,0.0,0.0
85,@LewisHamilton You joined the league of legends longtime ago. Now you lead the army of legends.,0.0,0.0,0.0,0.0,0.0,0.0
87,"Hunter biden doing crack and having underage sex is pretty bad, but at least he's not a league of legends player",1.0,0.0,1.0,0.0,0.0,0.0
88,RT @yournextgame: unfinished sports sim about dirty-minded league of legends stars #gameidea #gamedev,0.0,0.0,0.0,0.0,0.0,0.0
89,unfinished sports sim about dirty-minded league of legends stars #gameidea #gamedev,0.0,0.0,0.0,0.0,0.0,0.0
90,"expose yourself :

1.nop
2. No
3. No
4. Blue , pink
5. M
6. Hiii let's play league of legends
7. Both
8. Idk
9. Idk they don't even reply me-
10. No
11. Ye
12. No
13. 🤡

drop an emoji and i’ll send you the questions",0.0,0.0,0.0,0.0,0.0,0.0
91,"what gender, race, sexuality or age you are (although you must be at least** 14 years of age**, sorry)
 
Some of the games we play are:
Call of Duty 
Counter Strike 
Overwatch 
League of legends 
Apex Legends
Fortnite 
And a few smaller games!!
 We also have competitive teams, as",0.0,0.0,0.0,0.0,0.0,0.0
92,Somebody is trying to convince me to play league of legends please help,0.0,0.0,0.0,0.0,0.0,0.0
93,What the hell is a League of Legends?,0.0,0.0,0.0,0.0,0.0,0.0
95,@toastymtoastr Fastest back in league of legends,0.0,0.0,0.0,0.0,0.0,0.0
96,"@park_plant AIGHT
I watched a Hades stream this week and I was straight up gonna ask if it was League of Legends LOL",0.0,0.0,0.0,0.0,0.0,0.0
97,Playboi Carti saves troubled man from League of Legends addiction (REAL),0.0,0.0,0.0,0.0,0.0,0.0
98,"13-9 back against the wall, I win 3 straight to get another 16 W’s in Weekend League!

Most Feared Part 1 - Complete
House Rules - 25 W’s
The 50 Weekly - Complete
Legends Token - Complete

Safe to say I played a lot of #Madden21 this weekend.",0.0,0.0,0.0,0.0,0.0,0.0
100,"@grrraros Bro is
Bro is that league of legends
That is so cool",0.0,0.0,0.0,0.0,0.0,0.0
101,"@SteeLite_Guns sett es hardcounter de sylas amigo, igual bienvenido a league of legends",,,,,,
102,please tell me when gragas from league of legends gets a rework my dood needs some love,,,,,,
103,"@4ladshadadream @Chr1sMcLaughlin You go ahead of yourself mate lol

The standard of football this season so far is comparable to if not better than the best playing teams of my time 
The Gough's Butcher's Mccalls and McCoist are all there IMO and only a league title from being legends 
Its happening Lads 💙❤️💙",,,,,,
104,"@CrayolasBH @purpleforgguk @Corpse_Husband Holy shit it's Lee ""Faker"" Sang-hyeok professional South Korean league of legends player?!?",,,,,,
105,"Jogos desta Semana:
★Genshim Impact
★Warzone(Zombies)
★Destiny2
★ League Of Legends
★ Overwatch
★ Red Dead Redemption 2
★ Outlast 1",,,,,,
106,@nyovzin league of legends,,,,,,
107,"Friendship ended with league of legends
Now genshin is my best friend",,,,,,
108,@smolgust LEAGUE OF LEGENDS 👊👊,,,,,,
109,"RT @zIMxnkey: Since the Split is coming to an end i will offer free league of Legends Team Coaching for the next few weeks. 
If you are int…",,,,,,
111,"@MisterHotBalls Just play a regional sort of league I think. Local games we have scheduled, and try and play UMass, and see maybe if Cuse/BC/Rutgers, and either of the public schools in PA want to play, and keep the game vs NC State, plus the legends classic at Mohegan",,,,,,
112,"RT @sinrael: hey ♡
i'm looking for more moots ♡ my tl needs more stuff
lemme know if your twt is mostly about
-league of legends, genshin,…",,,,,,
113,man i really just had a dream that was me playing league of legends and nothing else wtf,,,,,,
114,when he doesn’t play league of legends 🤤😩😏😏😏😏😏🤤🤤😉😉😉😉😏😏😏😏👉👌👉👌👉👌😼😼😼😼😼😼😼❤️❤️❤️❤️❤️❤️❤️🥰🥰🥰🥰,,,,,,
115,@CsernayEdi @Phantomles_XD @PENTA1860 league of legends tournament = online casino,,,,,,
116,"welcome to league of legends, your characters range from south korean pop idol to...

catfish demon from louisiana",,,,,,
117,"RT @LITCollective0x: For the first gaming competition that will be held on our server, we have a close vote on which game will be played. I…",,,,,,
118,"@GeneralSamsSec Obvious awenser, furries.

Big brain awesner? League of legends ‘waifus’",,,,,,
120,Sad That I have missed out on so Much in terms of Gaming because of League of Legends. I am Determined now to not play anymore.,,,,,,
122,"@Foxdroplol @VeteranEU 1+ Mio dollar a year &gt; the 5% chance an eu team will ever win worlds. 

and glory ? we dont even know if in 15 years anybody is still talking about league of legends.",,,,,,
123,sorry I've become a league of legends player again,,,,,,
124,@KL_Computer #Logitech   league of legends :&lt;,,,,,,
125,me and my homies playing some league of legends as we listen to some ariana grande,,,,,,
126,RT @starbounddd: how do people play league of legends that shit is not fun in the slightest imo,,,,,,
127,"@SadieStreams So what you're saying is, you're still stuck in the hellhole that is League of Legends 😜",,,,,,
128,@Mr10acity_ @maybeimwillow KDA who’s like a pop group for League of legends,,,,,,
129,"@Mr10acity_ @maybeimwillow k/da, made by riot games (league of legends). they made a music group for a skinline and its blown up",,,,,,
130,7 billion people on the planet and ur crying over a league of legends player,,,,,,
131,I want to play video game that isnt league of legends,,,,,,
132,@TreWatsonMusic @CalebHyles bro if you thought i no-lifed league of legends wait till you see my magic collection,,,,,,
133,do u guys play league of legends,,,,,,
134,"me: okay i must go to bed early if i want to stay awake and focused tomorrow
my friend: hey do you wanna play league of legends?
me: yes

🤡🤡🤡",,,,,,
135,RT @dirtspun: can't wait to sign onto League of Legends for my daily people being mean to me :(,,,,,,
136,uhhh just looked at the time and ive been playing league of legends for 8 hours i thought it was like 2,,,,,,
138,can't wait to sign onto League of Legends for my daily people being mean to me :(,,,,,,
139,"who thought it was a good idea to require me to write a paper about my internship when my internship is so goddamn BORING

as soon as I'm done to this I'm proposing my capstone paper to be about league of legends i need massive amounts of copium",,,,,,
141,i dont knowwwww im koreaaan and i liek playing league of legends 😃😃👍,,,,,,
142,it is October 25th 2020 and i have no idea what league of legends is about,,,,,,
143,"RT @uncle_fiii: If other legends follow Asamoah Gyan to join the GPL, I think its going to bring great recognition and competition making t…",,,,,,
144,"DEAR LIBERALS,

IF I HATE LEAGUE OF LEGENDS SO MUCH,

WHY AM I PLAYING IT RIGHT NOW?",,,,,,
146,Romancing League of Legends: Formula Front,,,,,,
149,@IrakAttack League of legends is a free game 😭😭😭😭,,,,,,
150,@Eternal8Zaneek A league of legends,,,,,,
151,Thinking about streaming some League of Legends soon... 🤔,,,,,,
153,Just downloaded League of Legends for the first time in my life,,,,,,
155,LEAGUE OF LEGENDS IT'S DOOOWN,,,,,,
156,@zombiemossa No thoughts head empty spazio solo per league of legends,,,,,,
157,@Pyrostasis League of legends.....,,,,,,
158,how do people play league of legends that shit is not fun in the slightest imo,,,,,,
159,@Hell_Boy11_1 @llilpeepkin League of legends,,,,,,
160,"RT @KyaaNSFW: Imagine being so horny u play league of legends for someone, could NOT be me!!!",,,,,,
161,Its crazy how much skill gap there is in league of legends,,,,,,
164,@ErinaVTuber Why u stuck in season 3 of league of legends,,,,,,
165,RT @Deficiolol: I hate League of Legends,,,,,,
167,RT @Lima________: who said that people who secondary peach and like sparkling water can't listen to ariana grande while playing league of l…,,,,,,
168,"I don't know a thing about LPL or Chinese League of Legends teams, but Suning logo is so cute that I must support them",,,,,,
169,RT @Slasher: at this point we have a better chance of stopping climate change than a western League of Legends does of winning a world cham…,,,,,,
172,@rassi_max found urself if u never installed league of legends,,,,,,
173,"Since the Split is coming to an end i will offer free league of Legends Team Coaching for the next few weeks. 
If you are interested feel free to DM me.",,,,,,
174,Someone start playing league of legends with me,,,,,,
175,"@goal Manchester United and Liverpool are the only Legends of the Premier League, undisputedly, and anyone who says otherwise is ignorant",,,,,,
178,"@Bobis90yearsold @goal Manchester United and Liverpool are the only Legends of the Premier League, undisputedly, and anyone who says otherwise is ignorant",,,,,,
180,"@jifferey Why bring in new stuff when the old is still so broken

League of legends could also do this. Though it’s been years since I played that",,,,,,
181,"@CP316__ Honestly I’m old and washed. I basically only play wow, play madden here and there, and starting to try out League of Legends.",,,,,,
182,@fxjisxki Poppy from league of legends!,,,,,,
184,League of legends has gotten me a whole roller coaster of emotions 🤣🤣🤣,,,,,,
185,@Rana_ULT So play league of legends?,,,,,,
186,@mysweetsia yeah I play League of Legends. 😎,,,,,,
188,Friendship ended with League of Legends now Hades is my best friend,,,,,,
193,RT @hovermyr: My wife trying to be sexy in just a t-shirt and underwear but the shirt says League of Legends on it so I immediately lose al…,,,,,,
194,@lily1pdx i follow for quality league of legends,,,,,,
195,@sunahelp you feel as chaotic as draven from league of legends LMAOAOAOOO,,,,,,
196,"Yes, rumors are true. I have escaped league of legends",,,,,,
198,Why am i sad rn? Oh i palyed league of legends... feelsbadman,,,,,,
199,"i wish that i was a league of legends champ, like a electro or cryo mage",,,,,,
201,"The most chaotic moment of my life was when @ConorShack and I were playing league of legends, only to be interrupted and informed that the porch of the house was very much on fire.",,,,,,
204,"For the first gaming competition that will be held on our server, we have a close vote on which game will be played. I am looking to twitter to be our deciding factor. League of Legends is winning by 2 with Mobile legends and CSGO tied for 2nd.
Tell me what you want to see/play.",,,,,,
205,@sett1trick I actually enjoy playing league of legends sometime plz don't tell anyone might get flamed atm,,,,,,
206,"I just played my first game as Tristana and unlocked her!

So far, I am loving League of Legends!",,,,,,
207,Great play from @FXGLoL today and nice games from TBL. I am very happy about the local level of play in Moroccan League of Legends. Expect more from now on as new teams are rising! #RoadToTheTop,,,,,,
208,@Slampig2012 Team fight tactics - league of legends-based autobattler,,,,,,
209,@Skirelol Nobody cares about your “hot take” you quite literally play League of Legends,,,,,,
210,"@axemranger23 @wrigley17_ @FNCompetitive @RogueCompany I think the team should be able to kill you just like in league of legends. It is unfortunate but in most cases you can come back from a crash. The detection I dont think will work, people could intentionally crash to there advantage to stay invulnerable, lots of other things",,,,,,
211,Jamie Vardy is going down in premier league history. Jamie Vardy is bigger than most of your club legends and “legendary” strikers ... say it with me JAMIE VARDY!,,,,,,
212,"Today is going to be a shitty day... was playing some league of legends and then internet decided to drop, spectrum said there was some people going to fix it but don’t know how long.....sad day...very sad",,,,,,
213,"Stream will be delayed to hopefully 7 pm EST.
Sunday - League of Legends 
Monday - Rainbow 6 Siege 
Tuesday - Genshin Impact 
Wednesday - Rainbow 6 Siege 
Thrusday - Genshin Impact 
Friday - Rainbow 6 Siege",,,,,,
214,RT @PotsdamEsports: Congratulations to the SUNY Potsdam Esports League of Legends team for going 2-0 in their first game of the season ✨ vs…,,,,,,
215,@CrestfallGrunt Meanwhile mine is just a reference to Fiddlesticks League of Legends,,,,,,
216,"Of all the games in the world, I wouldn't think League of Legends would be the one I sunk into during the pandemic...",,,,,,
217,ai desisto do league of legends,,,,,,
218,Streaming League of Legends RIGHT NOW!!!,,,,,,
219,"Hey girl,

Is your name Morgana?

Because you've left me paralyzed~

NoseriouslyhowlongdoesthisrootlastwTFOHGODOHGODOHGODHELPME-

#LeagueOfLegends #League_of_Legends #Kindred #Morgana",,,,,,
220,League of Legends is a Superfund Site,,,,,,
221,"currently obsessed with the LOL amvs
i don't even play league of legends i just really love the animation and character design",,,,,,
222,RT @zephfyrus: League of Legends found on Hunter Biden's laptop,,,,,,
223,I hate league of legends,,,,,,
224,Trigger warning// league of legends,,,,,,
225,"You guys don’t realise... this league of legends song that Kim’s working on will be her biggest single, each of the singles so far have a combined stream of nearly 200 million streams...",,,,,,
226,"I thought League of Legends made me mad, but I died in a ravine in minecraft after a creeper fell on me, causing me to lose my only diamonds. I don't think I've ever been so mad that I was completely silent, until now.",,,,,,
227,"@EmpireMaker2 He’s a NERD, so he’s pretty decent at League Of Legends. 😂😂",,,,,,
228,"Hey guys i will be streaming league of legends now come watch and don't forget to follow!!

@twitchsharers @TwitchSharing @TwitchSharingHQ 
@TwitchRetweetr @ShoutGamers @TwitchTVOnline @TwitchTVGaming",,,,,,
229,"RT @ZacharyWhitten: Heroes of the Storm is better than League of Legends.

Send tweet.",,,,,,
230,@IndexRegalia I do play league of legends and I would very happy to play with you. Though I'm not to great myself at it. XD,,,,,,
231,"@jonjohnson @Jeremy_Handler Even my U14s do a 1v1 portion of one practice, and it's uncoached, pre-warm-up activity. They love it, but they love playing Premier League more. You should look into the KC Legends version of 1v1. I love it and the players love it.",,,,,,
232,"@BpudgyG I hope you make many friends! If you play league of legends, I'm really bad and we can play together!",,,,,,
233,"A fucking love Jamie Vardy, no one can tell me he isn't up there with the most elite legends of the premier league",,,,,,
234,RT @willshady_0: I'm so proud of our @UBuffalo League of Legends team for winning the @ESC_Conference fall invitational last night! Excited…,,,,,,
235,@directedbymoon @Riot_Kassadin @RiotSupport why are people trying to download a gif? have devolved this much from playing league of legends?,,,,,,
236,"@rivensgf its gonna be league of discord not league of legends.

imagine future postgame vents: yo i lost game cos jungle daddy#6666 was afk all game",,,,,,
237,@scoria_channel Me when I still played League of Legends,,,,,,
238,@pcgamer For some reason it messed with league of legends and I had to roll it back and update. I usually dual boot with Linux and Windows l.,,,,,,
239,@podricksbutt Animal Crossing is the most stressful and unhealthy game I've ever played and I play League of Legends😐,,,,,,
240,@buzzespor @buzzspor League of Legends,,,,,,
241,@furryprison you're right Seraphine from Riot Game's multiplayer online battle arena game League of Legends,,,,,,
243,Anybody fancy watching some awesome twitch streamers- we have  @RumbleSmash - the last of us part 2 @aka_tsunamie - Layers of fear @DejaWuLOL1 - Hunt -showdown @A_Drunk_Carry - league of legends 🥳🥳🥳,,,,,,
244,do not talk to me about league of legends esports i no longer care,,,,,,
245,"@its_MAGK @PlayVALORANT Maybe they should do a system we're u pick your role (sentinel, initiate, duelist etc). Before u queue like League of legends. So u get a well balanced team.",,,,,,
247,@C0RPSE_BRlDE I thought u meant league of legends,,,,,,
248,kinda miss the old league of legends times they were fun😔,,,,,,
249,"@epiphsolitaire tattoos, cooking, medicine et league of legends",,,,,,
250,@grant_maedo if i was a kinky blonde girl do u think i would be playing league of legends,,,,,,
251,@brahluca1 I’m playing league of legends rn,,,,,,
252,Update: @AdamFarghaly1 forced me to play real league of legends and now I’m tainted,,,,,,
253,I used to have the biggest crush on chrissy costanza and then I found out she games and played cod zombies and I fell in love and then I saw her performing  at worlds (league of legends) and I was fanboying so hard and then I saw her tweet about bangtan and like HELLOO MAAM,,,,,,
254,biggest red flag is when they play league of legends,,,,,,
255,How do people play 10+ games of league of legends a day? I need a solid 3-4 hour mental reset after 3 games,,,,,,
256,Imaging having sex with someone and this person plays league of legends.,,,,,,
258,@VaushV @Shalaic_leftist @ContraPoints I'd love to watch some League of Legends. ARAMs or something non serious.,,,,,,
260,Sam sam u stanu i ustanem se s kauca i kazem “ im gonna play some league of legends u guys are boring” SIZO NA MAX,,,,,,
261,@LaPeceraTonta League of Legends,,,,,,
262,"My mom just entered my room and asked me to stop watching garbage. I told her that League of Legends was a respectable esport with millions of player around the world. She responded: “I know. I was talking about Baus, his Sion is trash""",,,,,,
263,Hi I am new to league of legends XD the game must be really old since the screen is black and white all the time XD,,,,,,
264,My wife trying to be sexy in just a t-shirt and underwear but the shirt says League of Legends on it so I immediately lose all interest,,,,,,
265,@enzo_minaj_ @ReillyG15 league of legends,,,,,,
266,"@AFK_Arena @DonDiablo It was cool when League of Legends did it, atleast there was creativity and originality behind what they were doing even if it was to promote their game and skins

But this? No....",,,,,,
267,@TriumphChairs League of legends!,,,,,,
268,league of legends,,,,,,
269,mf playing league of legends... 😞 stooped so low,,,,,,
270,"@darkcosmiclux @alllune Girls night out/in with tiger sugar, boba bars, shit talking, and MAYBE league of legends

Then a whole lotta wap",,,,,,
271,Not to mention the plot that didn’t make any sense 🙉 they also made chang’e also look like a league of legends character,,,,,,
272,@thexely league of legends,,,,,,
273,"@ChubCoder @itsTomP @scumps_legs @Dougie_Dillin @OctaneSam You cannot compare Bjergsons career to cod pros. League of legends has a WAY higher skill gap than cod. Just Diamond rank is less than 1% of players. NA barely has competition in cod, in LoL it’s one of the weakest regions.",,,,,,
275,@kabumcombr League of legends,,,,,,
276,gonna move to league of legends twitter,,,,,,
277,putting on the soft velvets playlist and playing league of legends,,,,,,
278,"RT @ericat_lol: Karsa sabe jogar League of Legends

#análise",,,,,,
280,@ltutton League of Legends. Haven’t really played it in years so I thought I’d see what rank I could get to xD,,,,,,
281,*League of legends *,,,,,,
282,"@ilikerushia @LewtxMomoren @mhtJTmT5eRAVXfe I only know it is a big and important commercial cooperation project with bilibili, and Aqua also values ​​it (she loves to play this game, you know), because I‘m not a League of Legends player (at least for the past five years), and rarely care about LOL related matters.",,,,,,
283,RT @LunalaCrystal: What would be a good laptop to stream/cam on? Not so much for gaming other than League Of Legends. Anyone able to help a…,,,,,,
284,@ChimesCollector League of legends with straight people. That shit scurry,,,,,,
285,"What would be a good laptop to stream/cam on? Not so much for gaming other than League Of Legends. Anyone able to help and offer suggestions?
Amazon links are a plus!",,,,,,
286,if league of legends gets to make an annoying fake teenager so do I,,,,,,
287,@skunkgender what does twisted fate league of legends have to do with mystery dungeon,,,,,,
288,RT @gachagraveyard: if u dont spend rp league of legends is a gacha game when you are good,,,,,,
