dt,channel,username,message,toxic,severe_toxic,obscene,threat,insult,indentity_hate
2020-10-25 08:33:19,danucd,hamitcankilic,Moderators Weather danucdLOL,0,0,0,0,0,0
2020-10-25 08:33:20,danucd,jrrod91,LUL LUL LUL LUL LUL,0,0,0,0,0,0
2020-10-25 08:33:21,danucd,iamtechkat,KEKEW,0,0,0,0,0,0
2020-10-25 08:33:27,danucd,its_dubzz,!fov,0,0,0,0,0,0
2020-10-25 08:33:28,danucd,saspisasbot2,its_dubzz FPP Camera FOV - 103,0,0,0,0,0,0
2020-10-25 08:33:31,danucd,jrrod91,@iamtechkat KEKW,0,0,0,0,0,0
2020-10-25 08:33:37,danucd,feras971,!weather @saspisasbot2,0,0,0,0,0,0
2020-10-25 08:33:41,danucd,hamitcankilic,!specs @MsRoselyn,0,0,0,0,0,0
2020-10-25 08:33:41,danucd,saspisasbot2,@MsRoselyn Danucd Full PC Specs & Gear: https://bit.ly/2xBvi7w,0,0,0,0,0,0
2020-10-25 08:33:46,danucd,hamitcankilic,!pc @MsRoselyn,0,0,0,0,0,0
2020-10-25 08:33:46,danucd,saspisasbot2,"@MsRoselyn Gaming: RTX2080Ti , Intel I9 9900k , 16GB , H700 , Motherboard ASUS ROG Maximus X -- Streaming: RTX2080 , Intel I9 9900k , 16GB , Elgato HD Pro gaming Capture card",0,0,0,0,0,0
2020-10-25 08:33:51,danucd,feras971,WutFace,0,0,0,0,0,0
2020-10-25 08:33:54,danucd,itz_ex0tic,DANUCD lean,0,0,0,0,0,0
2020-10-25 08:34:12,danucd,itz_ex0tic,glowWutface dougcensorFlex dougcensorCtrl DANUCD got control,0,0,0,0,0,0
2020-10-25 08:34:14,danucd,jrrod91,!weather danu,0,0,0,0,0,0
2020-10-25 08:34:18,danucd,saspisasbot2,"danu) Weather for Danu, MD: Overcast clouds with a temperature of 12.5 C (54.5 F). Wind is blowing from the North at 3.2 kph (1.99 mph) and the humidity is 92%",0,0,0,0,0,0
2020-10-25 08:34:21,danucd,jrrod91,PogChamp,0,0,0,0,0,0
2020-10-25 08:34:26,danucd,iamtechkat,@jrrod91 KEKEW,0,0,0,0,0,0
2020-10-25 08:34:28,danucd,doncostelo,"can i say ""QUE OTA"" when hit a headshot ý",0,0,0,0,0,0
2020-10-25 08:34:30,danucd,feras971,LUL LUL,0,0,0,0,0,0
2020-10-25 08:34:42,danucd,msroselyn,!cam,0,0,0,0,0,0
2020-10-25 08:34:42,danucd,saspisasbot2,"MsRoselyn BMPCC 4k, Tokina 11-16 mm Lens - Logitech C922 PRO",0,0,0,0,0,0
2020-10-25 08:34:43,danucd,mylimas7,LUL,0,0,0,0,0,0
2020-10-25 08:35:02,danucd,liquidnips,sadKEK,0,0,0,0,0,0
2020-10-25 08:35:07,danucd,mylimas7,danucdNo danucdWinner danucdWinner danucdWinner danucdWinner,0,0,0,0,0,0
2020-10-25 08:35:11,danucd,jrrod91,!weather gougy,0,0,0,0,0,0
2020-10-25 08:35:26,danucd,jrrod91,no gougy sadKEK,0,0,0,0,0,0
2020-10-25 08:35:30,danucd,iamtechkat,sadKEK,0,0,0,0,0,0
2020-10-25 08:35:39,danucd :ACTION :white_medium_star: RE-SUB :white_medium_star: milesm41 (+194),wizebot,white_medium_star:,0,0,0,0,0,0
2020-10-25 08:35:42,danucd,iamtechkat,!weather Paramo,0,0,0,0,0,0
2020-10-25 08:35:45,danucd,jrrod91,danucdRespect danucdRespect danucdRespect danucdRespect danucdRespect danucdRespect danucdRespect danucdRespect danucdRespect danucdRespect danucdRespect danucdRespect danucdRespect,0,0,0,0,0,0
2020-10-25 08:35:45,danucd,saspisasbot2,"Paramo) Weather for P ramo, ES: Scattered clouds with a temperature of 13.6 C (56.4 F). Wind is blowing from the West at 31.32 kph (19.46 mph) and the humidity is 66%",0,0,0,0,0,0
2020-10-25 08:35:46,danucd,iamtechkat,DomPogey,0,0,0,0,0,0
2020-10-25 08:35:47,danucd,liquidnips,danucdTwitchPrime,0,0,0,0,0,0
2020-10-25 08:35:50,danucd,jrrod91,PogChamp danucdTwitchPrime,0,0,0,0,0,0
2020-10-25 08:35:51,danucd,hamitcankilic,@milesm41 thanks for the resub danucdBanana,0,0,0,0,0,0
2020-10-25 08:35:53,danucd,mylimas7,danucdRespect danucdRespect danucdRespect danucdRespect danucdRespect danucdRespect danucdRespect,0,0,0,0,0,0
2020-10-25 08:36:24,danucd,replicagaming2,!headshot,0,0,0,0,0,0
2020-10-25 08:36:26,danucd,mylimas7,!weather Space,0,0,0,0,0,0
2020-10-25 08:36:29,danucd,saspisasbot2,Space) [ERROR: CITY Space NOT FOUND],0,0,0,0,0,0
2020-10-25 08:36:38,danucd,feras971,danucdWinner danucdWinner danucdZuluSaspisas,0,0,0,0,0,0
2020-10-25 08:36:39,danucd,iamtechkat,KEKEW,0,0,0,0,0,0
2020-10-25 08:36:39,danucd,mylimas7,@saspisasbot2 danucdNo,0,0,0,0,0,0
2020-10-25 08:36:43,danucd,flapjacksauce,flapja82 flapja82 flapja82,0,0,0,0,0,0
2020-10-25 08:36:46,danucd,milesm41,danucdSaspisas danucdSASPISHAS,0,0,0,0,0,0
2020-10-25 08:36:46,danucd,jrrod91,@mylimas7 danucdUnlucko,0,0,0,0,0,0
2020-10-25 08:36:52,danucd,azeegame,danucdPOG danucdPOG danucdPOG,0,0,0,0,0,0
2020-10-25 08:37:02,danucd,mylimas7,!weather weather,0,0,0,0,0,0
2020-10-25 08:37:04,danucd,gunl3ss1987,hey,0,0,0,0,0,0
2020-10-25 08:37:16,danucd,saspisasbot2,"The Samsung Odyssey League is ON! If you think you have what it to takes to be crowned the best European PUBG squad, REGISTER NOW: https://www.odysseyleague.gg/ | Danu will join the league as a commentator / guest caster",0,0,0,0,0,0
2020-10-25 08:37:16,danucd,hamitcankilic,!weather Twitch,0,0,0,0,0,0
2020-10-25 08:37:20,danucd,saspisasbot2,Twitch) [ERROR: CITY Twitch NOT FOUND],0,0,0,0,0,0
2020-10-25 08:37:21,danucd,itz_ex0tic,go for punch. make them potato danglerPotato glowWutface,0,0,0,0,0,0
2020-10-25 08:37:22,danucd,hamitcankilic,heeyy btww,0,0,0,0,0,0
2020-10-25 08:37:22,danucd,gunl3ss1987,thanks for the giffted sub who ever gave it me @DanucD,0,0,0,0,0,0
2020-10-25 08:37:22,danucd,feras971,!taxic,0,0,0,0,0,0
2020-10-25 08:37:23,danucd,saspisasbot2,"@feras971, Item is subscribers only",0,0,0,0,0,0
2020-10-25 08:37:23,danucd,hamitcankilic,so chaatttt,0,0,0,0,0,0
2020-10-25 08:37:35,danucd,jrrod91,@hamitcankilic so?,0,0,0,0,0,0
2020-10-25 08:37:44,danucd,hamitcankilic,@IAmTechKat win came Kappa what did you say 10 mins ago Kappa danucdLOL,0,0,0,0,0,0
2020-10-25 08:37:44,danucd,josephyamada,actually BASED,0,0,0,0,0,0
2020-10-25 08:37:46,danucd,zadesetpulpaty,LUL,0,0,0,0,0,0
2020-10-25 08:37:52,danucd,manucarrillo13,SeemsGood SeemsGood,0,0,0,0,0,0
2020-10-25 08:37:52,danucd,iamtechkat,@HamitCanKilic monkaGIGA,0,0,0,0,0,0
2020-10-25 08:37:54,danucd,majorbanane,is this garbage game finally e sports ready ? xD,0,0,0,0,0,0
2020-10-25 08:38:02,danucd,hamitcankilic,4 vs 1,0,0,0,0,0,0
2020-10-25 08:38:19,danucd,replicagaming2,GG,0,0,0,0,0,0
2020-10-25 08:38:21,danucd,isosami,gg,0,0,0,0,0,0
2020-10-25 08:38:22,danucd,bob_sled_,LUL,0,0,0,0,0,0
2020-10-25 08:38:22,danucd,lrptsi,EZ GG,0,0,0,0,0,0
2020-10-25 08:38:23,danucd,jrrod91,@majorbanane they have competitions all the time,0,0,0,0,0,0
2020-10-25 08:38:23,danucd,fattiglassie,gigis,0,0,0,0,0,0
2020-10-25 08:38:24,danucd,jrrod91,Gg,0,0,0,0,0,0
2020-10-25 08:38:25,danucd,fattiglassie,LUL,0,0,0,0,0,0
2020-10-25 08:38:25,danucd,nairidi,GG,0,0,0,0,0,0
2020-10-25 08:38:25,danucd,itz_ex0tic,ohhh clutch,0,0,0,0,0,0
2020-10-25 08:38:26,danucd,enigmamark,KEKW,0,0,0,0,0,0
2020-10-25 08:38:27,danucd,msroselyn,!sofun,0,0,0,0,0,0
2020-10-25 08:38:27,danucd,pinicl3,gg,0,0,0,0,0,0
2020-10-25 08:38:28,danucd,azeegame,danucdBack2back danucdBack2back danucdBack2back,0,0,0,0,0,0
2020-10-25 08:38:28,danucd,shadowmech,!wow,0,0,0,0,0,0
2020-10-25 08:38:29,danucd,jrrod91,!sofun,0,0,0,0,0,0
2020-10-25 08:38:30,danucd,iamtechkat,@HamitCanKilic Almost DomPogey,0,0,0,0,0,0
2020-10-25 08:38:34,danucd,bob_sled_,tglGG tglGG danucdDance,0,0,0,0,0,0
2020-10-25 08:38:34,danucd,sacs40,GG'sssss,0,0,0,0,0,0
2020-10-25 08:38:35,danucd,pinicl3,!wins,0,0,0,0,0,0
2020-10-25 08:38:35,danucd :ACTION Wins Today,saspisasbot2, 2,0,0,0,0,0,0
2020-10-25 08:38:36,danucd,flowsworld,gg,0,0,0,0,0,0
2020-10-25 08:38:37,danucd,hamitcankilic,i told itold i told,0,0,0,0,0,0
2020-10-25 08:38:38,danucd,mylimas7,gg,0,0,0,0,0,0
2020-10-25 08:38:38,danucd,azeegame,danucdDance2 danucdDance2 danucdDance2,0,0,0,0,0,0
2020-10-25 08:38:38,danucd,scoooorpiooon,danucdWinner danucdWinner,0,0,0,0,0,0
2020-10-25 08:38:40,danucd,gendo_ikari_01,danucdWinner danucdWinner danucdWinner,0,0,0,0,0,0
2020-10-25 08:38:40,danucd,flapjacksauce,flapja82 flapja82 gg,0,0,0,0,0,0
2020-10-25 08:38:41,danucd,slim_shady142857,chocotGotem chocotGotem chocotGotem,0,0,0,0,0,0
2020-10-25 08:38:41,danucd,liquidnips,danucdRespect danucdDance2 danucdBack2back danucdDance2 danucdBack2back danucdDance2 danucdBack2back danucdDance danucdDance2 danucdDance danucdDance2 danucdDance danucdDance2 danucdDance forsenPls SourPls,0,0,0,0,0,0
2020-10-25 08:38:42,danucd,coolshot333,OOF should have went with the fist,0,0,0,0,0,0
2020-10-25 08:38:42,danucd,ddubbz918,danucdWinner danucdWinner danucdWinner danucdWinner danucdWinner danucdWinner,0,0,0,0,0,0
2020-10-25 08:38:43,danucd,itz_ex0tic,dougcensorFlex dougcensorFlex zedraGG buckfaNksNSX danglerGgs,0,0,0,0,0,0
2020-10-25 08:38:44,danucd,jrrod91,danucdBanana danucdWinner danucdBanana danucdWinner danucdBanana danucdWinner danucdBanana danucdWinner danucdBanana danucdWinner danucdBanana danucdWinner danucdBanana danucdWinner danucdBanana danucdWinner danucdBanana danucdWinner danucdBanana danucdWinner danucdBanana danucdWinner danucdBanana danucdWinner danucdBanana danucdWinner danucdBanana danucdWinner,0,0,0,0,0,0
2020-10-25 08:38:45,danucd,azeegame,danucdDance2 danucdDance2 danucdDance2 danucdDance2 danucdDance2 danucdNice,0,0,0,0,0,0
2020-10-25 08:38:46,danucd,yulianguerra,danucdWinner danucdWinner danucdWinner danucdWinner danucdBanana danucdBanana danucdBanana danucdWinner danucdWinner danucdBanana danucdBanana danucdWinner,0,0,0,0,0,0
2020-10-25 08:38:48,danucd,h0rr0r_b0y,awkwGoggers,0,0,0,0,0,0
2020-10-25 08:38:49,danucd,manucarrillo13,danucdWinner danucdWinner danucdWinner danucdWinner danucdWinner,0,0,0,0,0,0
2020-10-25 08:38:49,danucd,mylimas7,danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana,0,0,0,0,0,0
2020-10-25 08:38:50,danucd,fattiglassie,@xDEEDAN Love you too Kappa,0,0,0,0,0,0
2020-10-25 08:38:53,danucd,igadoto,bracubiBnn bracubiBnn bracubiBnn bracubiBnn bracubiBnn bracubiBnn bracubiBnn bracubiBnn,0,0,0,0,0,0
2020-10-25 08:38:53,danucd,feras971,danucdBanana danucdWinner danucdBanana danucdWinner danucdBanana danucdWinner danucdBanana danucdWinner danucdBanana danucdWinner danucdBanana danucdWinner danucdBanana danucdWinner danucdBanana danucdWinner danucdBanana danucdWinner danucdBanana danucdWinner danucdBanana danucdWinner danucdBanana danucdWinner danucdBanana danucdWinner danucdBanana danucdWinner,0,0,0,0,0,0
2020-10-25 08:38:55,danucd,hamitcankilic,danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucd,0,0,0,0,0,0
2020-10-25 08:38:56,danucd,hamitcankilic,danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucd,0,0,0,0,0,0
2020-10-25 08:38:56,danucd,hamitcankilic,danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucd,0,0,0,0,0,0
2020-10-25 08:38:56,danucd,hamitcankilic,danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucd,0,0,0,0,0,0
2020-10-25 08:38:56,danucd,hamitcankilic,danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucd,0,0,0,0,0,0
2020-10-25 08:38:57,danucd,levelo3447,danucdLOL danucdLOL danucdLOL danucdLOL danucdHOP danucdHOP danucdDance danucdNice danucdDance danucdNice danucdDance,0,0,0,0,0,0
2020-10-25 08:38:58,danucd,mylimas7,danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana,0,0,0,0,0,0
2020-10-25 08:38:59,danucd,manucarrillo13,danucdDance2 danucdDance danucdDance2 danucdDance danucdDance2 danucdDance danucdBanana danucdDance2 danucdDance danucdDance2 danucdDance danucdDance2 danucdDance danucdBanana danucdDance2 danucdDance danucdDance2 danucdDance danucdDance2 danucdDance danucdBanana danucdDance2 danucdDance danucdDance2 danucdDance danucdDance2 danucdDance danucdBanana,0,0,0,0,0,0
2020-10-25 08:39:00,danucd,azeegame,danucdDance danucdDance danucdDance danucdHide danucdNice danucdDance danucdDance2 danucdRespect,0,0,0,0,0,0
2020-10-25 08:39:01,danucd,stryker8812,danucdBanana danucdBanana danucdBanana danucdBanana,0,0,0,0,0,0
2020-10-25 08:39:02,danucd,mantasback,danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana danucdBanana,0,0,0,0,0,0
2020-10-25 08:39:02,danucd,yvngorlando,Gg,0,0,0,0,0,0
2020-10-25 08:39:03,danucd,jrrod91,alisaGG alisaGG alisaGG alisaGG naught14Luv naught14Luv naught14Nuts naught14Nuts naught14Nuts naught14Luv naught14Nuts naught14Luv naught14Nuts,0,0,0,0,0,0
2020-10-25 08:39:05,danucd,flapjacksauce,ring ring banana phone,0,0,0,0,0,0
2020-10-25 08:39:05,danucd,deexj,Play Ranked,0,0,0,0,0,0
2020-10-25 08:39:06,danucd,bardock82,Cheer200 GG,0,0,0,0,0,0
2020-10-25 08:39:08,danucd,igadoto,bracubiBnn bracubiBnn bracubiBnn bracubiBnn bracubiBnn bracubiBnn bracubiBnn bracubiBnn bracubiBnn bracubiBnn bracubiBnn bracubiBnn bracubiBnn,0,0,0,0,0,0
2020-10-25 08:39:10,danucd,mylimas7,bunanaz oman LUL,0,0,0,0,0,0
2020-10-25 08:39:10,danucd,itz_ex0tic,zedraFlexL natiCreep zedraFlexR zedraLove zedraGG,0,0,0,0,0,0
2020-10-25 08:39:10,danucd,rohu2014,GG,0,0,0,0,0,0
2020-10-25 08:39:11,danucd,tawfik__,danucdNice danucdNice danucdNice,0,0,0,0,0,0
2020-10-25 08:39:11,danucd,smirnofsoldier,!g4,0,0,0,0,0,0
2020-10-25 08:39:13,danucd,azeegame,danucdBanana danucdBanana danucdBanana,0,0,0,0,0,0
2020-10-25 08:39:13,danucd,elrealsupercolor,danucdRespect danucdRespect danucdRespect danucdDance danucdDance danucdDance danucdRespect danucdRespect danucdNice danucdNice danucdNice danucdNice danucdNice danucdNice danucdNice danucdNice danucdNice danucdWinner danucdWinner danucdWinner danucdWinner danucdWinner danucdWinner danucdWinner,0,0,0,0,0,0
2020-10-25 08:39:15,danucd,hype94,1G$,0,0,0,0,0,0
2020-10-25 08:39:16,danucd,enigmamark,catJAM,0,0,0,0,0,0
2020-10-25 08:39:16,danucd,jrrod91,danucdDance2 danucdDance danucdWinner danucdBanana danucdDance2 danucdDance danucdWinner danucdDance2 danucdBanana danucdWinner danucdDance danucdBanana danucdDance2 danucdWinner danucdDance danucdBanana danucdDance2 danucdWinner danucdDance danucdBanana danucdDance2 danucdWinner danucdDance danucdBanana danucdDance2 danucdWinner danucdDance danucdBanana danucdDance2 danucdWinner danucdDance danucdBanana,0,0,0,0,0,0
2020-10-25 08:39:17,danucd,mylimas7,danucdRespect danucdRespect danucdRespect danucdRespect danucdRespect danucdRespect danucdRespect,0,0,0,0,0,0
2020-10-25 08:39:18,danucd,trophykar,!g4,0,0,0,0,0,0
2020-10-25 08:39:18,danucd,hamitcankilic,danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana,0,0,0,0,0,0
2020-10-25 08:39:18,danucd,hamitcankilic,danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana,0,0,0,0,0,0
2020-10-25 08:39:18,danucd,hamitcankilic,danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana danucdNice danucdWinner danucdBanana,0,0,0,0,0,0
2020-10-25 08:39:20,danucd,jrrod91,danucdRespect danucdRespect danucdRespect danucdRespect,0,0,0,0,0,0
2020-10-25 08:39:20,danucd,hype94,!g4,0,0,0,0,0,0
2020-10-25 08:39:20,danucd,feras971,timeout WutFace,0,0,0,0,0,0
2020-10-25 08:39:22,danucd,wzupthen,gagodGG gagodGG gagodGG,0,0,0,0,0,0
2020-10-25 08:39:28,danucd,urieurie,!g4,0,0,0,0,0,0
2020-10-25 08:39:28,danucd,xdeedan,SNEAKY SQUAD PogChamp,0,0,0,0,0,0
2020-10-25 08:39:28,danucd,jrrod91,Mod spam PogChamp PogChamp PogChamp PogChamp,0,0,0,0,0,0
2020-10-25 08:39:29,danucd,palesoldier,GG,0,0,0,0,0,0
2020-10-25 08:39:32,danucd,xdeedan,I WONDER WHOOO,0,0,0,0,0,0
2020-10-25 08:39:34,danucd,feras971,danucdRespect danucdRespect danucdRespect danucdRespect danucdRespect danucdRespect danucdRespect danucdRespect danucdRespect danucdRespect,0,0,0,0,0,0
2020-10-25 08:39:36,danucd,igadoto,catJAM Clap,0,0,0,0,0,0
2020-10-25 08:39:38,danucd,pandashat,GG,0,0,0,0,0,0
2020-10-25 08:39:38,danucd,yoohhoo,danucdNice danucdNice danucdNice,0,0,0,0,0,0
2020-10-25 08:39:40,danucd,mileno001,GG danucdWinner,0,0,0,0,0,0
2020-10-25 08:39:41,danucd,enigmamark,@DanucD discord PogO,0,0,0,0,0,0
2020-10-25 08:39:42,danucd,bronx_boy,!nicejob,0,0,0,0,0,0
2020-10-25 08:39:45,danucd,jrrod91,Sneaky squad danucdHide,0,0,0,0,0,0
2020-10-25 08:39:47,danucd,pandashat,danucdBanana danucdWinner danucdBanana danucdWinner danucdDance danucdDance danucdDance,0,0,0,0,0,0
2020-10-25 08:39:47,danucd,b00gas,:banana::banana::banana::banana::banana::banana::banana::banana::banana::banana::banana::banana::banana::guitar::banana::banana::banana:,0,0,0,0,0,0
2020-10-25 08:39:48,danucd,itz_ex0tic,!Wins,0,0,0,0,0,0
2020-10-25 08:39:49,danucd :ACTION Wins Today,saspisasbot2, 2,0,0,0,0,0,0
2020-10-25 08:39:49,danucd,flapjacksauce,wowawewa very nice,0,0,0,0,0,0
2020-10-25 08:39:52,danucd,hype94,!gsneak,0,0,0,0,0,0
2020-10-25 08:39:53,danucd,itz_ex0tic,niceee,0,0,0,0,0,0
2020-10-25 08:39:54,danucd,jerplaysgamez,"Danu, the best shoulder dancer ever. danucdBukulove",0,0,0,0,0,0
2020-10-25 08:39:54,danucd,azeegame,danucdNice danucdNice danucdNice danucdRespect danucdHungry danucdDance2 danucdBanana danucdPOG danucdPOG,0,0,0,0,0,0
2020-10-25 08:39:55,danucd,xdeedan,gg,0,0,0,0,0,0
2020-10-25 08:39:56,danucd,mileno001,danucdDanu2,0,0,0,0,0,0
2020-10-25 08:39:56,danucd,itz_ex0tic,very nice,0,0,0,0,0,0
2020-10-25 08:39:57,danucd,xhenniii,!g4,0,0,0,0,0,0
2020-10-25 08:40:03,danucd,0000123123,gggggggggggggg,0,0,0,0,0,0
2020-10-25 08:40:05,danucd,xdeedan,I punched him maybe 2 times LUL,0,0,0,0,0,0
2020-10-25 08:40:07,danucd,hype94,@xDEEDAN bot danucdDanu2,0,0,0,0,0,0
2020-10-25 08:40:10,danucd,chacho1985,!g4,0,0,0,0,0,0
2020-10-25 08:40:12,danucd,urieurie,!g4,0,0,0,0,0,0
2020-10-25 08:40:17,danucd,feras971,so evil i see danucdSaspisas Kappa,0,0,0,0,0,0
2020-10-25 08:40:17,danucd :xDEEDAN,nairidi,D,0,0,0,0,0,0
2020-10-25 08:40:18,danucd,yoohhoo,!g4,0,0,0,0,0,0
